ID;AñoNac;Educación;EstadoCivil;NiñosPeq;Adolescentes;FechaRegistro;Recencia;GastoVinos;GastoFrutas;GastoCarnes;GastoPescados;GastoDulces;GastoOro;ComprasDesc;ComprasWeb;ComprasCatálogo;ComprasTienda;VisitasWebMes;AceptóCmp3;AceptóCmp4;AceptóCmp5;AceptóCmp1;AceptóCmp2;Quejas;CostoContacto;Ingresos;Respuesta
615;1960;Graduation;Together;0;0;11/03/2013;29;65;36;74;38;20;110;1;5;1;4;7;0;0;0;0;0;1;9;4531;0
2552;1955;PhD;Single;1;2;22/10/2013;11;416;0;26;0;0;4;9;6;3;6;7;0;1;0;0;0;1;6;1106;1
194;1965;Graduation;Married;1;1;9/06/2014;55;23;0;11;3;2;2;1;1;0;3;6;0;0;0;0;0;1;5;5573;0
3645;1972;PhD;Single;1;0;30/08/2012;19;19;3;26;10;9;3;3;2;0;4;8;0;0;0;0;0;1;9;3972;1
8890;1971;PhD;Divorced;1;1;30/05/2014;1;155;7;80;13;7;10;3;5;1;5;6;0;0;0;0;0;1;5;1674;0
5049;1974;PhD;Together;1;0;6/06/2013;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;1;9;5208;0
9973;1963;Graduation;Married;0;2;17/10/2012;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;0;6;1269;0
7301;1982;2n Cycle;Single;1;0;17/11/2012;76;4;22;11;3;7;32;2;3;0;3;8;0;0;0;0;0;0;8;5669;1
10882;1976;Graduation;Married;0;1;9/11/2012;50;407;53;221;58;150;26;4;4;3;6;4;0;0;0;0;0;0;10;7262;0
7030;1955;PhD;Married;0;1;30/03/2013;1;1200;0;204;38;29;14;3;11;9;12;6;0;0;0;1;0;0;7;1478;0
7422;1987;Graduation;Single;1;0;22/08/2012;90;85;44;54;102;78;6;3;5;1;7;7;0;0;0;0;0;1;4;5520;0
3523;1962;Graduation;Together;0;1;23/01/2013;83;583;34;309;0;22;125;2;5;4;8;3;0;0;0;0;0;0;5;7422;0
7106;1943;PhD;Married;0;0;31/03/2014;73;483;0;591;156;0;12;1;3;5;10;1;0;0;0;0;0;0;5;4577;0
6504;1975;2n Cycle;Together;1;0;20/11/2013;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;1;3;1941;0
5067;1994;Graduation;Together;0;0;14/02/2014;11;966;26;282;52;26;26;1;2;7;11;5;0;1;1;1;1;0;10;5882;0
4216;1981;Graduation;Single;0;0;22/02/2013;33;822;114;108;179;137;114;1;7;9;9;3;0;0;1;1;0;1;2;5624;1
8581;1971;Master;Married;1;1;5/03/2013;4;604;0;100;19;0;28;9;10;2;8;8;0;0;0;0;0;1;6;1501;0
5929;1973;PhD;Married;1;0;6/05/2014;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;1;10;4467;0
3129;1983;Graduation;Married;1;0;22/05/2014;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;4;7726;0
6528;1982;Master;Together;1;0;5/06/2014;75;2;2;2;2;1;1;1;1;0;2;8;0;0;0;0;0;1;7;7630;0
1361;1974;Master;Married;0;0;4/06/2013;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;1;6;688;1
6932;1941;PhD;Married;0;0;13/04/2013;77;1285;42;716;55;0;21;0;7;10;5;2;0;0;1;0;0;1;6;3312;0
7284;1953;Graduation;Married;1;2;4/12/2013;8;10;0;7;2;0;1;1;1;0;2;8;0;0;0;0;0;0;10;3448;0
1340;1986;Graduation;Married;0;0;24/04/2014;42;551;137;792;179;103;33;1;6;7;13;1;0;1;1;1;0;0;9;7480;0
8746;1989;Graduation;Married;1;0;5/04/2014;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;2;2025;0
5987;1989;2n Cycle;Together;1;0;4/05/2014;52;2;2;11;10;6;12;2;1;0;4;5;0;0;0;0;0;0;6;6962;0
3767;1968;Graduation;Married;0;1;25/04/2013;1;378;0;189;97;172;172;2;5;5;12;3;0;0;0;0;0;0;10;2366;0
3725;1961;PhD;Single;0;0;9/05/2013;1;1248;16;349;43;16;16;1;2;4;9;4;0;1;1;1;1;1;5;2166;1
4324;1989;Graduation;Married;1;0;29/10/2012;42;235;0;235;19;4;191;5;8;1;7;8;0;0;0;0;0;1;6;1695;0
238;1967;2n Cycle;Together;1;1;23/01/2013;76;515;47;181;149;95;95;15;9;6;9;7;0;0;0;0;0;0;9;3872;0
6694;1964;Graduation;Married;0;1;25/11/2013;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;1;6985;0
498;1970;Graduation;Single;1;0;2/02/2014;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;1;9;7375;0
9347;1956;Master;Together;0;1;21/06/2013;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;3;5964;0
9699;1966;Graduation;Divorced;0;1;21/12/2013;12;357;35;271;28;28;14;3;6;2;12;5;0;0;0;0;0;1;8;7919;0
10664;1949;Master;Widow;0;1;7/09/2013;14;400;4;35;6;0;22;2;9;1;5;8;0;0;0;0;0;1;6;5550;0
5455;1971;PhD;Married;1;0;22/08/2013;89;99;0;15;2;1;5;3;2;1;4;7;0;0;0;0;0;1;6;1979;0
456;1986;2n Cycle;Married;1;0;7/02/2013;96;1;11;5;4;6;9;2;2;0;3;8;0;0;0;0;0;1;1;7410;0
5012;1989;Graduation;Married;1;0;4/07/2013;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;6;1937;0
7495;1948;PhD;Married;0;1;20/12/2013;72;77;28;31;16;0;4;2;2;1;5;4;0;0;0;0;0;0;5;2944;0
5029;1946;Graduation;Married;0;0;6/08/2013;14;3;1;2;4;3;1;1;0;0;3;5;0;0;0;0;0;0;3;6771;0
10642;1989;Graduation;Single;1;0;30/12/2012;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;1;4;7082;0
2106;1974;2n Cycle;Married;0;0;17/03/2014;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;7;3735;0
10364;1959;Graduation;Divorced;0;0;13/07/2013;72;0;0;1;2;12;5;1;1;0;2;8;0;0;0;0;0;1;5;6414;0
5954;1972;Master;Divorced;1;0;9/10/2013;92;76;14;74;13;5;10;2;5;0;4;8;0;0;0;0;0;0;1;2720;0
1137;1964;Graduation;Single;0;0;29/12/2013;87;398;190;537;61;156;37;1;4;5;7;1;1;0;0;1;0;0;6;4211;0
2541;1976;Graduation;Married;1;0;9/06/2013;7;14;7;11;11;0;5;2;2;0;3;8;0;0;0;0;0;0;6;7189;0
1142;1953;PhD;Married;0;1;22/12/2013;91;208;7;82;30;66;35;2;3;2;9;3;0;0;0;0;0;1;10;6466;0
2276;1955;Graduation;Single;0;1;2/05/2013;71;430;16;322;43;24;33;5;4;7;11;3;0;0;0;0;0;0;3;5505;0
2807;1969;Graduation;Married;0;1;16/02/2013;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;1;9;7630;0
6471;1971;Master;Single;1;0;17/10/2013;17;14;2;30;8;2;3;1;2;0;4;5;0;0;0;0;0;1;2;5660;0
6131;1980;2n Cycle;Married;1;1;1/12/2013;87;141;70;106;72;19;23;2;4;2;8;3;0;0;0;0;0;0;1;7974;0
6233;1976;Graduation;Married;0;1;7/09/2012;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;10;7172;0
4148;1972;Graduation;Married;1;2;20/08/2012;90;164;24;103;12;3;42;7;5;1;6;8;0;0;0;0;0;0;8;906;0
4947;1966;2n Cycle;Single;0;0;15/09/2012;44;606;24;974;197;194;64;1;7;7;9;4;0;1;0;1;0;1;4;3474;1
3225;1984;Master;Married;1;0;1/04/2013;71;116;11;72;3;17;46;4;4;1;5;6;1;0;0;0;0;1;7;3706;1
7540;1952;Graduation;Married;0;1;25/05/2014;52;143;15;60;24;23;5;2;2;1;8;2;0;0;0;0;0;0;1;6684;0
10648;1982;2n Cycle;Together;0;0;25/09/2012;78;398;96;447;220;96;32;1;5;7;6;3;0;0;0;0;0;1;10;5084;0
1992;1964;Graduation;Married;0;1;1/01/2014;2;522;0;257;32;16;66;4;2;2;8;7;0;0;0;1;0;0;5;7574;1
7851;1949;Graduation;Widow;0;0;22/09/2013;60;161;0;253;199;191;122;1;3;7;11;1;0;0;0;0;0;1;1;2488;0
8594;1958;PhD;Widow;0;1;28/01/2014;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;10;3604;0
7059;1963;Graduation;Married;0;0;26/06/2014;47;483;84;398;205;84;241;1;3;7;8;1;1;0;0;0;0;0;10;6307;0
2815;1975;Graduation;Married;1;0;24/02/2014;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;1;9;7611;0
2416;1969;PhD;Single;0;0;3/03/2014;83;789;25;420;16;38;0;1;2;8;9;1;0;0;0;0;0;1;9;721;0
7999;1955;PhD;Together;0;0;23/04/2013;17;1239;17;413;23;34;17;1;5;6;5;2;0;1;1;0;0;0;10;6288;1
9213;1970;Graduation;Widow;1;0;31/10/2012;13;4;1;5;2;0;3;1;1;0;2;8;0;0;0;0;0;1;5;7243;0
9697;1951;Graduation;Married;0;2;6/03/2014;86;335;42;127;28;5;5;3;7;2;8;6;0;0;0;0;0;0;5;756;0
3916;1971;PhD;Together;1;0;15/08/2012;92;639;8;166;11;8;58;3;7;3;12;7;0;0;0;0;0;1;8;6693;0
2021;1975;Graduation;Married;0;1;27/03/2013;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;0;10;2849;0
1581;1980;Graduation;Married;1;0;10/10/2013;18;2;0;8;2;2;3;1;1;0;2;8;0;0;0;0;0;1;6;3819;1
564;1981;PhD;Together;1;0;4/08/2012;81;746;8;125;11;8;8;7;8;6;9;6;0;1;0;0;0;1;5;2312;1
6619;1978;Graduation;Married;1;1;2/01/2013;91;22;1;13;4;0;4;2;1;0;3;7;0;0;0;0;0;1;9;1504;0
9081;1988;Graduation;Single;1;0;18/05/2014;58;4;1;6;4;1;9;1;1;1;2;5;0;0;0;0;0;0;2;1679;0
178;1956;Graduation;Married;0;1;18/02/2013;40;478;0;193;110;75;117;4;8;3;11;5;0;0;0;0;0;1;5;3262;0
916;1972;PhD;Single;1;1;9/05/2014;67;20;3;4;2;0;2;2;1;0;3;3;0;0;0;0;0;1;4;1670;0
5512;1977;Master;Married;0;1;23/05/2014;19;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;6;776;0
8970;1972;PhD;Married;0;1;23/10/2012;93;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;6;6606;0
10581;1977;Graduation;Married;1;0;31/10/2012;41;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;1;7;6331;0
5300;1973;Master;Married;1;0;30/12/2013;60;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;5;7389;0
5154;1972;Master;Divorced;1;0;11/08/2013;54;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;1;7;3290;0
8346;1974;Graduation;Single;1;0;19/08/2012;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;0;3;5204;1
1676;1975;Graduation;Married;0;1;30/10/2013;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;4;3481;0
9286;1960;Master;Together;0;0;10/10/2012;93;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;1;2;613;0
2426;1964;PhD;Divorced;0;0;14/09/2012;35;483;74;114;169;37;18;1;5;10;13;3;0;0;0;0;0;0;3;7685;1
5172;1976;Master;Together;0;1;14/11/2013;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;1;8;5681;0
5562;1974;Graduation;Married;0;1;26/06/2013;92;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;9;3679;0
3436;1969;Graduation;Married;1;0;26/01/2014;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;5;693;0
3921;1952;2n Cycle;Widow;0;0;28/10/2012;96;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;8;601;0
3403;1958;PhD;Together;0;1;24/09/2012;11;1170;19;594;99;76;134;2;2;5;12;6;0;0;0;0;0;0;2;2907;0
22;1976;Graduation;Divorced;1;0;3/12/2012;99;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;8;3216;0
10965;1955;Graduation;Together;0;0;22/02/2013;72;983;20;389;240;50;40;1;3;5;13;6;0;0;0;1;0;1;5;6559;0
9426;1964;Master;Single;0;1;12/01/2013;77;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;0;6;7031;0
6605;1944;PhD;Divorced;0;0;27/11/2013;85;504;13;131;8;0;26;1;9;4;6;7;0;1;0;0;0;1;3;7113;0
3136;1962;Master;Divorced;0;1;13/04/2013;88;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;1;4;1231;0
8737;1978;Graduation;Divorced;0;1;5/04/2014;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;9;1791;0
11088;1971;PhD;Together;0;1;21/04/2013;83;1396;0;322;46;35;17;1;4;9;4;6;0;0;0;0;0;0;10;2541;0
716;1949;PhD;Together;0;1;22/05/2014;63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;1;3955;0
466;1944;Graduation;Married;0;0;3/04/2013;9;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;1;6;7442;0
9135;1950;Graduation;Together;1;1;6/08/2012;92;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;9;693;0
10623;1961;Master;Together;0;1;15/11/2013;2;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;1;2;1746;0
8151;1990;Basic;Married;0;0;29/12/2012;6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;1;2;4966;0
5140;1985;PhD;Married;1;0;24/08/2012;66;1047;0;140;67;38;153;2;4;3;12;8;0;0;0;0;0;0;9;2596;0
10160;1956;Master;Together;0;1;21/06/2013;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;1;9;6853;0
4945;1953;Graduation;Widow;0;0;7/11/2012;29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;3;1947;0
10584;1976;Graduation;Married;0;1;2/12/2013;77;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;0;4;5987;0
6071;1989;Graduation;Single;0;0;19/07/2013;77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;7;2261;0
3386;1992;Graduation;Married;0;0;21/06/2013;71;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;1;2797;0
8939;1959;Graduation;Divorced;0;1;16/12/2012;49;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;1;6;1952;0
9925;1981;PhD;Together;1;0;25/05/2013;97;127;1;56;0;1;31;3;4;2;3;7;1;0;0;0;0;0;5;2326;0
4320;1979;Graduation;Single;0;1;28/03/2013;6;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;1;7;4584;0
5389;1964;Graduation;Married;0;2;20/10/2013;93;238;17;68;8;10;6;3;6;2;5;7;0;1;0;0;0;0;6;6220;0
6036;1959;Master;Together;0;0;17/03/2014;78;1168;92;408;72;129;55;1;5;6;7;1;0;0;1;0;0;1;6;6533;0
182;1946;PhD;Together;0;1;11/05/2013;62;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;5;6858;0
203;1975;Master;Single;0;0;14/04/2013;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;1;2;6601;0
11025;1961;Graduation;Married;1;1;3/02/2013;9;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;8;5280;0
10203;1990;Graduation;Single;1;0;30/06/2013;77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;1;9;2521;0
4607;1959;Graduation;Together;0;0;23/08/2013;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;1;4;2916;0
3711;1944;Master;Married;0;0;1/03/2014;19;1035;134;670;25;38;0;1;6;3;10;3;0;0;1;1;0;1;6;5183;0
3696;1965;Graduation;Divorced;1;1;27/01/2014;67;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;1;3;6397;0
2532;1987;Master;Single;0;0;1/03/2014;95;982;73;351;56;14;175;1;2;4;6;5;1;0;0;0;0;1;3;923;0
9214;1991;Graduation;Married;0;0;16/08/2013;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;5;7069;0
4943;1953;Graduation;Married;0;0;30/09/2012;73;1379;33;216;0;33;66;1;2;4;9;6;0;1;1;0;0;0;6;7893;0
35;1987;Graduation;Married;1;0;8/09/2012;35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;1;4;1307;1
2258;1986;Graduation;Married;1;0;4/12/2012;76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;1;9;3226;0
4322;1958;PhD;Together;0;0;27/11/2013;20;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;2;6831;0
713;1977;Master;Married;0;0;8/06/2014;72;141;15;153;67;31;35;1;4;4;6;3;0;0;0;0;0;0;8;6317;0
4702;1964;Graduation;Single;0;0;12/08/2012;20;1000;155;379;224;17;120;1;4;8;4;8;0;0;0;0;0;1;10;1738;0
3281;1960;PhD;Married;1;1;3/11/2013;69;206;10;67;30;27;71;6;4;1;8;6;0;0;0;0;0;0;10;6667;0
702;1975;2n Cycle;Widow;0;1;15/02/2013;80;162;61;83;97;57;61;4;4;3;8;5;0;0;0;0;0;1;10;6868;0
2004;1969;Graduation;Single;0;1;18/09/2013;65;619;54;260;127;54;54;1;4;7;5;1;0;0;0;0;0;0;1;2494;0
4769;1977;Master;Together;1;1;18/06/2014;52;456;4;24;0;0;9;7;8;2;6;7;0;1;0;0;0;1;9;2020;0
4437;1962;Graduation;Married;1;1;24/04/2013;65;112;6;92;3;9;38;2;3;2;5;4;0;0;0;0;0;0;10;1247;0
8724;1982;Graduation;Single;1;0;17/06/2013;57;11;3;22;2;2;6;2;2;0;3;6;0;0;0;0;0;0;6;4449;0
10741;1951;Master;Together;0;1;11/04/2013;70;172;12;112;8;0;15;4;6;1;5;7;0;0;0;0;0;0;7;3850;0
1991;1967;Graduation;Together;0;1;18/01/2014;0;78;0;11;0;0;7;1;2;1;3;5;0;0;0;0;0;1;8;5547;0
6931;1967;Graduation;Divorced;0;0;15/02/2014;19;464;151;292;65;60;30;1;8;3;4;4;0;0;1;0;0;0;1;2661;1
11096;1952;2n Cycle;Together;0;1;8/08/2013;50;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;6;3565;0
304;1981;Master;Single;1;0;23/12/2013;67;19;3;19;4;5;26;3;3;0;3;7;0;0;0;0;0;1;3;7510;0
3665;1977;2n Cycle;Together;1;0;7/11/2013;46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;1;5;5581;0
10591;1969;Graduation;Widow;0;1;6/08/2012;37;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;1;7;7914;0
5036;1984;PhD;Single;1;0;28/11/2012;38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;1;5;952;0
5547;1982;PhD;Married;0;0;7/08/2013;9;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;1;10;1996;1
7822;1976;Graduation;Together;0;1;4/06/2013;56;198;18;252;32;108;54;2;4;6;8;3;0;0;0;0;0;1;9;612;0
8541;1990;2n Cycle;Married;1;0;8/03/2014;98;8;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;3;4707;0
10955;1964;Graduation;Widow;0;0;7/01/2014;68;416;46;925;60;107;46;1;3;6;4;1;0;0;0;0;0;1;2;6281;1
4368;1980;Graduation;Married;1;0;3/12/2013;72;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;6;1567;0
9671;1968;Graduation;Married;1;1;26/01/2014;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;1;6;4295;1
2256;1973;Master;Married;1;1;29/03/2014;33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;1;7;3326;0
4279;1963;2n Cycle;Single;1;1;31/03/2014;87;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;3;1088;0
5371;1989;Graduation;Single;1;0;8/04/2014;0;6;16;24;11;0;34;2;3;1;2;7;1;0;0;0;0;1;7;955;1
9240;1971;PhD;Single;0;1;7/02/2014;73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;5;4811;0
9460;1963;Graduation;Married;0;0;18/04/2013;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;1;2;7658;0
9504;1949;Master;Married;0;0;6/11/2013;4;179;28;520;111;123;47;1;3;8;13;1;0;0;0;0;0;0;9;5971;1
8692;1952;Graduation;Together;1;1;12/09/2012;50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;1;6;7263;0
448;1978;PhD;Single;1;0;1/03/2013;57;308;85;137;102;45;118;2;6;2;11;5;0;0;0;0;0;0;3;2465;0
8314;1982;Graduation;Married;0;0;5/04/2013;30;557;129;761;29;185;111;1;5;6;7;2;0;0;1;0;0;0;9;7625;0
8420;1970;2n Cycle;Married;0;0;3/08/2013;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;4;1139;0
3174;1959;Graduation;Together;0;1;22/05/2013;61;1492;38;287;50;57;33;1;5;10;4;6;0;1;1;1;1;1;4;1078;1
7685;1978;Graduation;Married;1;0;9/09/2013;4;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;1;2;1367;0
3179;1980;Graduation;Single;0;0;16/06/2013;75;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;0;5;7392;0
9780;1971;Master;Together;0;1;25/06/2013;12;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;1;6;3877;0
10681;1970;2n Cycle;Married;0;1;15/01/2014;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;1;10;3005;0
10232;1963;PhD;Divorced;0;1;5/11/2013;9;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;10;5326;0
4184;1950;PhD;Together;0;1;7/06/2014;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;4;3537;0
9120;1962;Graduation;Single;0;1;5/12/2012;80;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;1;3;4758;0
891;1951;Master;Together;1;1;7/09/2013;60;6;0;2;2;0;1;1;1;0;2;5;0;0;0;0;0;1;8;867;0
10381;1979;Graduation;Single;0;1;5/07/2013;43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;1;7;4740;0
3525;1970;Graduation;Together;1;1;7/12/2012;19;12;0;4;0;0;1;1;1;0;2;7;0;0;0;0;0;0;6;1129;0
6818;1974;Graduation;Married;0;1;12/09/2012;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;7;5000;0
3526;1968;PhD;Married;1;1;27/01/2014;58;32;0;5;0;0;1;2;1;0;3;7;0;0;0;0;0;0;4;3882;0
8181;1978;2n Cycle;Single;1;0;13/09/2013;42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;7;5588;0
1029;1970;PhD;Together;0;1;1/08/2013;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;9;2491;0
7369;1981;Master;Married;1;0;2/10/2013;56;25;6;25;6;0;0;2;2;0;3;8;0;0;0;0;0;0;2;5153;0
2574;1977;PhD;Married;0;1;31/01/2013;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;0;6;6406;1
8159;1968;Graduation;Married;1;1;1/04/2014;10;117;0;22;13;0;30;3;4;1;3;7;0;0;0;0;0;0;5;3374;0
1160;1970;Graduation;Married;1;1;23/08/2013;48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;8;5506;0
10242;1966;PhD;Together;1;1;16/09/2013;39;56;0;11;0;0;8;2;2;0;4;5;0;0;0;0;0;1;3;6244;0
5253;1956;Master;Together;1;1;9/07/2013;85;145;13;46;17;2;4;6;4;2;4;7;0;0;0;0;0;0;9;4994;0
5966;1974;PhD;Married;1;1;10/11/2012;64;203;0;10;0;0;2;5;3;1;6;6;0;1;0;0;0;1;4;1603;0
5314;1951;Graduation;Together;0;1;18/03/2013;69;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;1;2;2615;0
5081;1967;2n Cycle;Together;1;1;20/10/2013;54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;1;1;4048;0
5123;1951;Master;Married;0;0;15/04/2013;57;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;3;936;0
5756;1983;Graduation;Together;1;0;3/04/2014;64;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;3;6421;0
8036;1971;2n Cycle;Together;1;1;18/04/2014;10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;1;4085;0
9058;1955;Graduation;Widow;0;0;23/09/2012;65;1060;21;530;32;0;224;1;5;11;5;3;1;0;1;1;0;0;5;5488;1
5057;1961;Master;Married;0;1;14/09/2013;74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;1;9;2638;0
254;1955;Graduation;Together;0;1;17/05/2014;4;399;4;30;6;4;30;3;7;1;7;7;0;1;0;0;0;0;4;5689;0
4179;1959;Graduation;Together;0;0;20/08/2013;94;8;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;8;6687;0
3710;1984;PhD;Single;1;0;12/10/2012;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;0;2;5013;1
7627;1975;Master;Married;0;0;12/12/2012;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;0;10;5971;1
4501;1965;Master;Single;0;0;10/11/2013;94;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;1;3;2196;0
6424;1977;Graduation;Together;1;0;30/01/2014;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;10;1234;0
3075;1972;PhD;Married;0;0;11/09/2013;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;1;8;4565;0
4992;1975;Master;Together;1;0;19/09/2013;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;7;2675;1
5252;1969;Graduation;Divorced;1;0;26/10/2012;80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;1;9;3576;0
7444;1969;Master;Married;1;1;19/10/2013;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;4;2389;0
6919;1978;2n Cycle;Married;1;0;4/06/2013;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;1;3;4274;0
3537;1981;Graduation;Together;1;0;17/08/2012;57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;1;2;2304;0
10277;1961;Graduation;Single;0;1;21/02/2013;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;1;7;7835;0
2453;1960;Graduation;Together;0;1;31/08/2012;83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;1;7;2980;0
7972;1955;Graduation;Single;0;0;17/09/2013;79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;7;3816;0
895;1948;PhD;Married;0;2;9/12/2012;69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;1;5;5941;0
1177;1966;Master;Together;1;1;26/01/2013;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;1;5;5224;0
7141;1986;Master;Single;1;0;29/12/2012;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;1;2;6678;1
